# idh: Índice de Desenvolvimento Humano (IDH) (2000);
# renda: Renda per capita (2000);
# anfab: Alfabetizados - pessoas 15 anos e mais (2000);
???Sigla;Código;Município;idh;renda;alfab;
SP;3508108;Buritama;;289,071;87,662;
SP;3508207;Buritizal;;252,165;91,069;
SP;3508306;Cabrália Paulista;;196,819;88,641;
SP;3508405;Cabreúva;;271,956;90,053;
SP;3508504;Caçapava;;363,529;93,885;
SP;3508603;Cachoeira Paulista;;276,019;93,463;
SP;3508702;Caconde;;249,125;88,369;
SP;3508801;Cafelândia;;313,772;89,088;
SP;3508900;Caiabu;;187,227;83,636;
SP;3509007;Caieiras;;320,933;93,895;
SP;3509106;Caiuá;;167,75;83,344;
SP;3509205;Cajamar;;297,67;91,252;
SP;3509254;Cajati;;170,526;86,117;
SP;3509304;Cajobi;;221,001;89,364;
SP;3509403;Cajuru;;280,902;90,475;
SP;3509452;Campina do Monte Alegre;;203,747;87,274;
SP;3509502;Campinas;;614,86;95,007;
SP;3509601;Campo Limpo Paulista;;325,055;93,188;
SP;3509700;Campos do Jordão;;377,284;92,281;
SP;3509809;Campos Novos Paulista;;205,334;86,861;
SP;3509908;Cananéia;;229,184;89,107;
SP;3509957;Canas;;180,883;90,127;
SP;3510005;Cândido Mota;;260,121;88,772;
SP;3510104;Cândido Rodrigues;;249,765;89,263;
SP;3510153;Canitar;;177,249;83,872;
SP;3510203;Capão Bonito;;184,954;88,395;
SP;3510302;Capela do Alto;;195,944;89,434;
SP;3510401;Capivari;;319,719;92,39;
SP;3510500;Caraguatatuba;;326,911;91,984;
SP;3510609;Carapicuíba;;275,559;93,729;
SP;3510708;Cardoso;;246,432;85,685;
SP;3510807;Casa Branca;;343,817;91,092;
SP;3510906;Cássia dos Coqueiros;;241,379;88,889;
SP;3511003;Castilho;;189,689;85,094;
SP;3511102;Catanduva;;385,102;92,4;
SP;3511201;Catiguá;;240,097;86,856;
SP;3511300;Cedral;;290,817;90,363;
SP;3511409;Cerqueira César;;268,001;91,165;
SP;3511508;Cerquilho;;420,545;95,12;
SP;3511607;Cesário Lange;;240,714;91,503;
SP;3511706;Charqueada;;278,995;90,584;
SP;3511904;Clementina;;216,054;88,392;
SP;3512001;Colina;;270,802;90,236;
SP;3512100;Colômbia;;257,03;87,62;
SP;3512209;Conchal;;248,875;87,758;
SP;3512308;Conchas;;364,379;92,276;
SP;3512407;Cordeirópolis;;367,03;93,282;
SP;3512506;Coroados;;246,335;90,016;
SP;3512605;Coronel Macedo;;177,038;83,728;
SP;3512704;Corumbataí;;276,344;92,026;
SP;3512803;Cosmópolis;;302,055;92,952;
SP;3512902;Cosmorama;;235,079;86,123;
SP;3513009;Cotia;;431,584;92,951;
SP;3513108;Cravinhos;;351,409;90,955;
SP;3513207;Cristais Paulista;;251,663;88,433;
SP;3513306;Cruzália;;253,085;89,995;
SP;3513405;Cruzeiro;;314,282;95,231;
SP;3513504;Cubatão;;267,533;90,94;
SP;3513603;Cunha;;151,921;85,845;
SP;3513702;Descalvado;;359,006;91,838;
SP;3513801;Diadema;;292,4;93,2;
SP;3513850;Dirce Reis;;189,776;80,606;
SP;3513900;Divinolândia;;238,228;90,084;
SP;3514007;Dobrada;;218,927;82,361;
SP;3514106;Dois Córregos;;338,096;88,989;
SP;3514205;Dolcinópolis;;209,181;81,896;
SP;3514304;Dourado;;264,986;88,102;
SP;3514403;Dracena;;363,026;91,034;
SP;3514502;Duartina;;256,295;89,22;
SP;3514601;Dumont;;332,753;90,439;
SP;3514700;Echaporã;;234,517;87,119;
SP;3514809;Eldorado;;173,053;85,647;
SP;3514908;Elias Fausto;;234,036;89,138;
SP;3514924;Elisiário;;213,139;87,525;
SP;3514957;Embaúba;;204,309;88,472;
SP;3515004;Embu;;244,201;92,313;
SP;3515103;Embu-Guaçu;;296,665;90,702;
SP;3515129;Emilianópolis;;255,847;81,839;
SP;3515152;Engenheiro Coelho;;297,551;87,884;
SP;3515186;Espírito Santo do Pinhal;;350,747;90,621;
SP;3515194;Espírito Santo do Turvo;;210,82;87,685;
SP;3515202;Estrela d'Oeste;;266,59;87,26;
SP;3515301;Estrela do Norte;;199,954;84,31;
SP;3515350;Euclides da Cunha Paulista;;144,342;82,28;
SP;3515400;Fartura;;245,153;89,975;
SP;3515509;Fernandópolis;;366,498;90,792;
SP;3515608;Fernando Prestes;;258,186;88,778;
SP;3515657;Fernão;;215,413;86,705;
SP;3515707;Ferraz de Vasconcelos;;221,235;92,074;
SP;3515806;Flora Rica;;191,181;82,834;
SP;3515905;Floreal;;287,371;88,706;
SP;3516002;Flórida Paulista;;219,516;84,316;
SP;3516101;Florínia;;194,402;84,087;
SP;3516200;Franca;;359,597;94,366;
SP;3516309;Francisco Morato;;175,937;89,203;
SP;3516408;Franco da Rocha;;245,625;90,407;
SP;3516507;Gabriel Monteiro;;251,466;87,67;
SP;3516606;Gália;;228,347;85,456;
SP;3516705;Garça;;308,68;88,272;
SP;3516804;Gastão Vidigal;;269,288;87,318;
SP;3516853;Gavião Peixoto;;212,68;87,755;
SP;3516903;General Salgado;;265,281;86,253;
SP;3517000;Getulina;;250,623;87,086;
SP;3517109;Glicério;;229,82;88,289;
SP;3517208;Guaiçara;;230,23;90,759;
SP;3517307;Guaimbê;;205,029;86,245;
SP;3517406;Guaíra;;306,114;91,068;
SP;3517505;Guapiaçu;;330,371;90,257;
SP;3517604;Guapiara;;167,898;83,058;
SP;3517703;Guará;;247,328;86,725;
SP;3517802;Guaraçaí;;248,555;87,819;
SP;3517901;Guaraci;;239,832;88,741;
SP;3518008;Guarani d'Oeste;;211,081;84,066;
SP;3518107;Guarantã;;209,89;85,763;
SP;3518206;Guararapes;;275,259;90,604;
SP;3518305;Guararema;;352,203;87,955;
SP;3518404;Guaratinguetá;;401,02;95,319;
SP;3518503;Guareí;;213,974;87,61;
SP;3518602;Guariba;;246,274;85,752;
SP;3518701;Guarujá;;308,406;91,552;
SP;3518800;Guarulhos;;343,906;93,697;
SP;3518859;Guatapará;;234,806;87,522;
SP;3518909;Guzolândia;;177,068;82,169;
SP;3519006;Herculândia;;201,723;86,816;
SP;3519055;Holambra;;474,51;91,949;
SP;3519071;Hortolândia;;259,102;92,402;
SP;3519105;Iacanga;;268,074;89,978;
SP;3519204;Iacri;;212,118;85,521;
SP;3519253;Iaras;;204,005;88,355;
SP;3519303;Ibaté;;239,503;90,428;
SP;3519402;Ibirá;;275,737;89,108;
SP;3519501;Ibirarema;;276,204;89,36;
SP;3519600;Ibitinga;;329,186;91,647;
SP;3519709;Ibiúna;;231,762;86,175;
SP;3519808;Icém;;269,034;89,731;
SP;3519907;Iepê;;227,423;86,35;
SP;3520004;Igaraçu do Tietê;;250,553;87,403;
SP;3520103;Igarapava;;289,108;90,996;
SP;3520202;Igaratá;;231,898;85,817;
SP;3520301;Iguape;;240,489;90,18;
SP;3520400;Ilhabela;;327,58;90,689;
SP;3520426;Ilha Comprida;;320,597;93,923;
SP;3520442;Ilha Solteira;;390,048;94,77;
SP;3520509;Indaiatuba;;444,93;93,702;
SP;3520608;Indiana;;256,005;89,18;
SP;3520707;Indiaporã;;246,446;86,033;
SP;3520806;Inúbia Paulista;;219,534;85,043;
SP;3520905;Ipaussu;;249,678;90,556;
SP;3521002;Iperó;;232,056;91,798;
SP;3521101;Ipeúna;;319,89;90,327;
SP;3521150;Ipiguá;;254,384;89,17;
SP;3521200;Iporanga;;135,5;80,887;
SP;3521309;Ipuã;;285,234;87,64;
SP;3521408;Iracemápolis;;386,514;93,683;
SP;3521507;Irapuã;;212,181;86,858;
SP;3521606;Irapuru;;207,283;85,087;
SP;3521705;Itaberá;;167,452;88,97;
SP;3521804;Itaí;;197,828;87,506;
SP;3521903;Itajobi;;251,404;89,483;
SP;3522000;Itaju;;249,747;92,197;
SP;3522109;Itanhaém;;284,757;91,806;
SP;3522158;Itaóca;;107,894;79,695;
SP;3522208;Itapecerica da Serra;;277,239;91,138;
SP;3522307;Itapetininga;;324,079;93,114;
SP;3522406;Itapeva;;245,659;90,478;
SP;3522505;Itapevi;;207,18;91,218;
SP;3522604;Itapira;;359,834;90,221;
SP;3522653;Itapirapuã Paulista;;122,88;78,492;
SP;3522703;Itápolis;;303,429;90,272;
SP;3522802;Itaporanga;;181,716;85,021;
SP;3522901;Itapuí;;263,338;89,053;
SP;3523008;Itapura;;167,039;83,004;
SP;3523107;Itaquaquecetuba;;193,01;90,808;
SP;3523206;Itararé;;225,56;90,796;
SP;3523305;Itariri;;239,875;89,077;
SP;3523404;Itatiba;;430,399;93,362;
SP;3523503;Itatinga;;219,04;88,569;
SP;3523602;Itirapina;;322,695;91,688;
SP;3523701;Itirapuã;;219,674;87,891;
SP;3523800;Itobi;;223,785;89,395;
SP;3523909;Itu;;421,15;92,53;
SP;3524006;Itupeva;;390,778;91,339;
SP;3524105;Ituverava;;367,406;90,874;
SP;3524204;Jaborandi;;213,056;89,635;
SP;3524303;Jaboticabal;;391,263;92,604;
SP;3524402;Jacareí;;353,954;93,973;
SP;3524501;Jaci;;260,545;87,415;
SP;3524600;Jacupiranga;;267,272;87,354;
SP;3524709;Jaguariúna;;398,132;92,473;
SP;3524808;Jales;;331,222;90,918;
SP;3524907;Jambeiro;;286,566;87,321;
SP;3525003;Jandira;;290,476;93,366;
SP;3525102;Jardinópolis;;323,878;92,423;
SP;3525201;Jarinu;;313,982;88,218;
SP;3525300;Jaú;;401,562;92,581;
SP;3525409;Jeriquara;;210,056;85,826;
SP;3525508;Joanópolis;;276,793;86,63;
SP;3525607;João Ramalho;;210,012;84,863;
SP;3525706;José Bonifácio;;339,835;90,158;
SP;3525805;Júlio Mesquita;;203,869;83,859;
SP;3525854;Jumirim;;282,182;91,89;
SP;3525904;Jundiaí;;549,958;94,987;
SP;3526001;Junqueirópolis;;244,488;86,358;
SP;3526100;Juquiá;;228,655;85,083;
SP;3526209;Juquitiba;;210,653;86,278;
SP;3526308;Lagoinha;;186,646;85,643;
SP;3526407;Laranjal Paulista;;353,135;92,814;
SP;3526506;Lavínia;;234,779;87,897;
SP;3526605;Lavrinhas;;189,051;89,839;
SP;3526704;Leme;;316,809;90,136;
SP;3526803;Lençóis Paulista;;349,857;91,93;
SP;3526902;Limeira;;369,118;93,754;
SP;3527009;Lindóia;;362,82;91,104;
SP;3527108;Lins;;421,941;92,478;
SP;3527207;Lorena;;329,13;94,126;
SP;3527256;Lourdes;;199,43;84,452;
SP;3527306;Louveira;;341,253;91,852;
SP;3527405;Lucélia;;260,097;88,583;
SP;3527504;Lucianópolis;;192,657;86,515;
SP;3527603;Luís Antônio;;286,332;91,421;
SP;3527702;Luiziânia;;207,84;82,854;
SP;3527801;Lupércio;;189,399;83,389;
SP;3527900;Lutécia;;212,917;86,798;
SP;3528007;Macatuba;;243,354;89,03;
SP;3528106;Macaubal;;268,151;88,685;
SP;3528205;Macedônia;;214,671;85,813;
SP;3528304;Magda;;264,568;84,583;
SP;3528403;Mairinque;;288,932;92,79;
SP;3528502;Mairiporã;;427,349;90,7;
SP;3528601;Manduri;;247,512;90,939;
SP;3528700;Marabá Paulista;;174,475;83,513;
SP;3528809;Maracaí;;234,124;89,42;
SP;3528858;Marapoama;;220,206;87,827;
SP;3528908;Mariápolis;;185,159;83,757;
SP;3529005;Marília;;421,222;93,353;
SP;3529104;Marinópolis;;190,093;82,056;
SP;3529203;Martinópolis;;233,451;87,39;
SP;3529302;Matão;;316,653;91,477;
SP;3529401;Mauá;;274,816;93,363;
SP;3529500;Mendonça;;258,147;87,165;
SP;3529609;Meridiano;;203,986;86,697;
SP;3529658;Mesópolis;;180,116;81,189;
SP;3529708;Miguelópolis;;272,992;86,213;
SP;3529807;Mineiros do Tietê;;291,5;87,28;
SP;3529906;Miracatu;;208,493;86,032;
SP;3530003;Mira Estrela;;214,093;86,874;
SP;3530102;Mirandópolis;;276,424;88,941;
SP;3530201;Mirante do Paranapanema;;195,489;83,297;
SP;3530300;Mirassol;;334,333;92,345;
SP;3530409;Mirassolândia;;196,801;86,266;
SP;3530508;Mococa;;305,326;91,401;
SP;3530607;Moji das Cruzes;;386,114;93,502;
SP;3530706;Mogi Guaçu;;353,33;92,88;
SP;3530805;Moji-Mirim;;419,89;93,292;
SP;3530904;Mombuca;;235,398;84,837;
SP;3531001;Monções;;218,988;84,075;
SP;3531100;Mongaguá;;306,984;92,636;
SP;3531209;Monte Alegre do Sul;;345,973;90,926;
SP;3531308;Monte Alto;;353,701;91,728;
SP;3531407;Monte Aprazível;;326,88;90,122;
SP;3531506;Monte Azul Paulista;;329,528;89,746;
SP;3531605;Monte Castelo;;208,336;83,675;
SP;3531704;Monteiro Lobato;;282,03;85,472;
SP;3531803;Monte Mor;;258,309;89,586;
SP;3531902;Morro Agudo;;288,676;86,383;
SP;3532009;Morungaba;;337,532;90,794;
SP;3532058;Motuca;;230,036;87,224;
SP;3532108;Murutinga do Sul;;228,549;88,395;
SP;3532157;Nantes;;197,584;81,127;
SP;3532207;Narandiba;;181,998;84,366;
SP;3532306;Natividade da Serra;;176,018;79,354;
SP;3532405;Nazaré Paulista;;210,604;83,816;
SP;3532504;Neves Paulista;;313,601;88,933;
SP;3532603;Nhandeara;;313,346;88,595;
SP;3532702;Nipoã;;226,748;85,19;
SP;3532801;Nova Aliança;;259,729;90,63;
SP;3532827;Nova Campina;;158,827;86,581;
SP;3532843;Nova Canaã Paulista;;174,451;80,684;
SP;3532868;Nova Castilho;;171,028;86,985;
SP;3532900;Nova Europa;;272,087;89,817;
SP;3533007;Nova Granada;;252,553;89,198;
SP;3533106;Nova Guataporanga;;184,351;80,919;
SP;3533205;Nova Independência;;175,358;82,038;
SP;3533254;Novais;;182,886;86,192;
SP;3533304;Nova Luzitânia;;217,543;84,552;
SP;3533403;Nova Odessa;;341,396;94,413;
SP;3533502;Novo Horizonte;;299,456;88,639;
SP;3533601;Nuporanga;;298,669;92,251;
SP;3533700;Ocauçu;;237,034;86,282;
SP;3533809;Óleo;;209,001;91,009;
SP;3533908;Olímpia;;352,563;91,372;
SP;3534005;Onda Verde;;234,506;88,573;
SP;3534104;Oriente;;251,928;89,023;
SP;3534203;Orindiúva;;282,843;89,762;
SP;3534302;Orlândia;;344,108;92,905;
SP;3534401;Osasco;;390,453;94,235;
SP;3534500;Oscar Bressane;;249,437;84,114;
SP;3534609;Osvaldo Cruz;;320,395;90,177;
SP;3534708;Ourinhos;;339,407;92,452;
SP;3534757;Ouroeste;;251,153;87,204;
SP;3534807;Ouro Verde;;155,973;80,881;
SP;3534906;Pacaembu;;238,878;86,347;
SP;3535002;Palestina;;240,871;86,37;
SP;3535101;Palmares Paulista;;216,819;85,588;
SP;3535200;Palmeira d'Oeste;;241,718;87,111;
SP;3535309;Palmital;;393,874;90,767;
SP;3535408;Panorama;;282,632;88,2;
SP;3535507;Paraguaçu Paulista;;270,122;90,113;
SP;3535606;Paraibuna;;246,194;86,655;
SP;3535705;Paraíso;;245,522;87,344;
SP;3535804;Paranapanema;;257,95;87,8;
SP;3535903;Paranapuã;;238,602;83,467;
SP;3536000;Parapuã;;342,37;86,292;
SP;3536109;Pardinho;;242,991;88,464;
SP;3536208;Pariquera-Açu;;239,155;91,086;
SP;3536257;Parisi;;223,167;86,573;
SP;3536307;Patrocínio Paulista;;264,427;90,331;
SP;3536406;Paulicéia;;215,373;85,523;
SP;3536505;Paulínia;;503,338;93,925;
SP;3536570;Paulistânia;;211,843;85,136;
SP;3536604;Paulo de Faria;;259,248;87,615;
SP;3536703;Pederneiras;;262,839;89,9;
SP;3536802;Pedra Bela;;204,817;83,463;
SP;3536901;Pedranópolis;;204,449;86,14;
SP;3537008;Pedregulho;;236,75;89,01;
SP;3537107;Pedreira;;363,826;93,014;
SP;3537156;Pedrinhas Paulista;;356,994;90,931;
SP;3537206;Pedro de Toledo;;218,79;85,082;
SP;3537305;Penápolis;;361,315;92,481;
SP;3537404;Pereira Barreto;;257,143;88,374;
SP;3537503;Pereiras;;278,628;88,616;
SP;3537602;Peruíbe;;311,832;91,381;
SP;3537701;Piacatu;;230,808;82,664;
SP;3537800;Piedade;;278,112;88,145;
SP;3537909;Pilar do Sul;;318,729;87,685;
SP;3538006;Pindamonhangaba;;332,012;94,435;
SP;3538105;Pindorama;;262,809;88,867;
SP;3538204;Pinhalzinho;;269,995;87,993;
SP;3538303;Piquerobi;;208,491;84,489;
SP;3538501;Piquete;;285,419;93,051;
SP;3538600;Piracaia;;294,919;88,096;
SP;3538709;Piracicaba;;455,873;94,953;
SP;3538808;Piraju;;326,85;90,839;
SP;3538907;Pirajuí;;272,302;90,182;
SP;3539004;Pirangi;;264,284;89,208;
SP;3539103;Pirapora do Bom Jesus;;237,798;89,648;
SP;3539202;Pirapozinho;;293,288;89,127;
SP;3539301;Pirassununga;;402,305;93,954;
SP;3539400;Piratininga;;344,952;90,345;
SP;3539509;Pitangueiras;;243,637;87,951;
SP;3539608;Planalto;;233,842;84,954;
SP;3539707;Platina;;199,61;85,347;
SP;3539806;Poá;;302,49;94,311;
SP;3539905;Poloni;;291,285;87,635;
SP;3540002;Pompéia;;317,172;91,498;
SP;3540101;Pongaí;;277,224;88,99;
SP;3540200;Pontal;;354,997;87,678;
SP;3540259;Pontalinda;;166,313;81,961;
SP;3540309;Pontes Gestal;;225,06;85,722;
SP;3540408;Populina;;209,947;80,792;
SP;3540507;Porangaba;;243,689;89,321;
SP;3540606;Porto Feliz;;289,851;92,587;
SP;3540705;Porto Ferreira;;337,72;92,342;
SP;3540754;Potim;;182,326;91,697;
SP;3540804;Potirendaba;;300,614;89,652;
SP;3540853;Pracinha;;159,75;79,713;
SP;3540903;Pradópolis;;280,039;88,497;
SP;3541000;Praia Grande;;377,92;93,512;
SP;3541059;Pratânia;;254,16;87,241;
SP;3541109;Presidente Alves;;230,32;88,3;
SP;3541208;Presidente Bernardes;;257,548;88,868;
SP;3541307;Presidente Epitácio;;291,597;90,012;
SP;3541406;Presidente Prudente;;482,622;93,812;
SP;3541505;Presidente Venceslau;;364,664;90,278;
SP;3541604;Promissão;;265,222;91,093;
SP;3541653;Quadra;;208,067;90,762;
SP;3541703;Quatá;;268,288;89,453;
SP;3541802;Queiroz;;170,996;80,904;
SP;3541901;Queluz;;222,081;90,835;
SP;3542008;Quintana;;215,833;85,442;
SP;3542107;Rafard;;291,315;92,305;
SP;3542206;Rancharia;;261,951;89,672;
SP;3542305;Redenção da Serra;;168,42;85,125;
SP;3542404;Regente Feijó;;294,941;88,981;
SP;3542503;Reginópolis;;265,213;87,935;
SP;3542602;Registro;;289,911;91,395;
SP;3542701;Restinga;;189,704;86,438;
SP;3542800;Ribeira;;126,355;80,507;
SP;3542909;Ribeirão Bonito;;265,792;87,665;
SP;3543006;Ribeirão Branco;;120,417;83,043;
SP;3543105;Ribeirão Corrente;;201,957;86,691;
SP;3543204;Ribeirão do Sul;;211,501;87,519;
SP;3543238;Ribeirão dos Índios;;173,487;84,272;
SP;3543253;Ribeirão Grande;;161,848;83,35;
SP;3543303;Ribeirão Pires;;362,716;94,551;
SP;3543402;Ribeirão Preto;;539,837;95,561;
SP;3543501;Riversul;;148,429;82,996;
SP;3543600;Rifaina;;248,513;90,417;
SP;3543709;Rincão;;222,814;88,86;
SP;3543808;Rinópolis;;229,844;85,532;
SP;3543907;Rio Claro;;467,375;94,904;
SP;3544004;Rio das Pedras;;298,162;91,481;
SP;3544103;Rio Grande da Serra;;196,264;91,584;
SP;3544202;Riolândia;;236,082;83,411;
SP;3544251;Rosana;;295,933;91,809;
SP;3544301;Roseira;;214,512;91,638;
SP;3544400;Rubiácea;;241,814;85,647;
SP;3544509;Rubinéia;;251,48;88,072;
SP;3544608;Sabino;;265,27;88,124;
SP;3544707;Sagres;;166,538;81,296;
SP;3544806;Sales;;225,422;86,696;
SP;3544905;Sales Oliveira;;318,393;92,404;
SP;3545001;Salesópolis;;255,105;86,144;
SP;3545100;Salmourão;;192,105;81,515;
SP;3545159;Saltinho;;406,275;95,778;
SP;3545209;Salto;;342,999;93,649;
SP;3545308;Salto de Pirapora;;235,765;89,085;
SP;3545407;Salto Grande;;238,699;86,368;
SP;3545506;Sandovalina;;198,052;86,218;
SP;3545605;Santa Adélia;;284,224;89,716;
SP;3545704;Santa Albertina;;281,601;84,844;
SP;3545803;Santa Bárbara d'Oeste;;325,305;93,734;
SP;3546009;Santa Branca;;266,604;90,27;
SP;3546108;Santa Clara d'Oeste;;202,128;81,479;
SP;3546207;Santa Cruz da Conceição;;334,897;92,287;
SP;3546256;Santa Cruz da Esperança;;237,653;90,088;
SP;3546306;Santa Cruz das Palmeiras;;289,13;89,462;
SP;3546405;Santa Cruz do Rio Pardo;;347,45;91,585;
SP;3546504;Santa Ernestina;;236,547;90,45;
SP;3546603;Santa Fé do Sul;;359,581;89,589;
SP;3546702;Santa Gertrudes;;285,993;92,138;
SP;3546801;Santa Isabel;;273,188;89,234;
SP;3546900;Santa Lúcia;;212,813;86,564;
SP;3547007;Santa Maria da Serra;;232,257;88,416;
SP;3547106;Santa Mercedes;;193,476;81,381;
SP;3547205;Santana da Ponte Pensa;;215,499;79,88;
SP;3547304;Santana de Parnaíba;;762,052;92,06;
SP;3547403;Santa Rita d'Oeste;;187,455;83,412;
SP;3547502;Santa Rita do Passa Quatro;;471,372;91,566;
SP;3547601;Santa Rosa de Viterbo;;298,004;92,686;
SP;3547650;Santa Salete;;192,015;86,533;
SP;3547700;Santo Anastácio;;261,489;89,58;
SP;3547809;Santo André;;512,869;95,549;
SP;3547908;Santo Antônio da Alegria;;262,489;90,741;
SP;3548005;Santo Antônio de Posse;;319,233;88,614;
SP;3548054;Santo Antônio do Aracanguá;;209,684;85,989;
SP;3548104;Santo Antônio do Jardim;;231,038;88,198;
SP;3548203;Santo Antônio do Pinhal;;281,61;87,777;
SP;3548302;Santo Expedito;;212,726;84,464;
SP;3548401;Santópolis do Aguapeí;;193,715;85,641;
SP;3548500;Santos;;729,623;96,44;
SP;3548609;São Bento do Sapucaí;;242,828;88,987;
SP;3548708;São Bernardo do Campo;;505,448;95,016;
SP;3548807;São Caetano do Sul;;834,003;97,007;
SP;3548906;São Carlos;;456,247;94,359;
SP;3549003;São Francisco;;197,819;83,179;
SP;3549102;São João da Boa Vista;;408,33;93,556;
SP;3549201;São João das Duas Pontes;;220,518;83,073;
SP;3549250;São João de Iracema;;218,694;84,311;
SP;3549300;São João do Pau d'Alho;;217,568;85,689;
SP;3549409;São Joaquim da Barra;;338,368;92,415;
SP;3549508;São José da Bela Vista;;199,594;86,441;
SP;3549607;São José do Barreiro;;225,628;83,901;
SP;3549706;São José do Rio Pardo;;337,972;92,82;
SP;3549805;São José do Rio Preto;;512,013;94,608;
SP;3549904;São José dos Campos;;470,015;95,417;
SP;3549953;São Lourenço da Serra;;239,125;85,99;
SP;3550001;São Luís do Paraitinga;;229,701;84,37;
SP;3550100;São Manuel;;302,561;89,303;
SP;3550209;São Miguel Arcanjo;;225,268;89,965;
SP;3550308;São Paulo;;610,041;95,111;
SP;3550407;São Pedro;;351,314;91,958;
SP;3550506;São Pedro do Turvo;;188,035;87,611;
SP;3550605;São Roque;;425,186;92,893;
SP;3550704;São Sebastião;;359,139;91,156;
SP;3550803;São Sebastião da Grama;;243,769;89,665;
SP;3550902;São Simão;;312,813;93,625;
SP;3551009;São Vicente;;330,516;93,687;
SP;3551108;Sarapuí;;262,641;88,448;
SP;3551207;Sarutaiá;;169,518;84,468;
SP;3551306;Sebastianópolis do Sul;;225,885;86,777;
SP;3551405;Serra Azul;;214,251;87,146;
SP;3551504;Serrana;;237,344;90,806;
SP;3551603;Serra Negra;;466,748;91,096;
SP;3551702;Sertãozinho;;397,106;91,615;
SP;3551801;Sete Barras;;159,389;85,644;
SP;3551900;Severínia;;217,903;85,301;
SP;3552007;Silveiras;;213,728;85,194;
SP;3552106;Socorro;;320,87;89,929;
SP;3552205;Sorocaba;;448,224;95,335;
SP;3552304;Sud Mennucci;;245,371;85,94;
SP;3552403;Sumaré;;291,611;92,063;
SP;3552502;Suzano;;290,176;92,169;
SP;3552551;Suzanápolis;;189,69;82,537;
SP;3552601;Tabapuã;;248,381;87,534;
SP;3552700;Tabatinga;;257,83;87,298;
SP;3552809;Taboão da Serra;;356,998;94,034;
SP;3552908;Taciba;;221,996;84,098;
SP;3553005;Taguaí;;226,532;88,323;
SP;3553104;Taiaçu;;240,123;86,184;
SP;3553203;Taiúva;;295,399;87,227;
SP;3553302;Tambaú;;256,182;92,067;
SP;3553401;Tanabi;;297,608;89,293;
SP;3553500;Tapiraí;;220,927;85,269;
SP;3553609;Tapiratiba;;270,804;89,923;
SP;3553658;Taquaral;;230,911;85,664;
SP;3553708;Taquaritinga;;297,053;90,106;
SP;3553807;Taquarituba;;238,462;87,9;
SP;3553856;Taquarivaí;;166,556;86,896;
SP;3553906;Tarabai;;180,5;86,902;
SP;3553955;Tarumã;;238,538;87,65;
SP;3554003;Tatuí;;333,02;93,219;
SP;3554102;Taubaté;;460,865;95,181;
SP;3554201;Tejupá;;168,308;82,29;
SP;3554300;Teodoro Sampaio;;252,906;86,669;
SP;3554409;Terra Roxa;;217,251;89,684;
SP;3554508;Tietê;;428,913;95,149;
SP;3554607;Timburi;;194,22;85,799;
SP;3554656;Torre de Pedra;;202,262;88,005;
SP;3554706;Torrinha;;299,112;90,82;
SP;3554755;Trabiju;;233,621;85,216;
SP;3554805;Tremembé;;383,755;94,432;
SP;3554904;Três Fronteiras;;237,066;84,61;
SP;3554953;Tuiuti;;237,119;87,083;
SP;3555000;Tupã;;352,834;90,619;
SP;3555109;Tupi Paulista;;316,479;89,743;
SP;3555208;Turiúba;;242,18;88,867;
SP;3555307;Turmalina;;224,271;82,108;
SP;3555356;Ubarana;;190,825;85,661;
SP;3555406;Ubatuba;;315,413;91,235;
SP;3555505;Ubirajara;;192,937;86,685;
SP;3555604;Uchoa;;250,036;87,913;
SP;3555703;União Paulista;;198,32;85,979;
SP;3555802;Urânia;;242,102;86,19;
SP;3555901;Uru;;229,25;87,606;
SP;3556008;Urupês;;283,49;89,612;
SP;3556107;Valentim Gentil;;283,506;89,708;
SP;3556206;Valinhos;;569,305;94,423;
SP;3556305;Valparaíso;;284,172;88,199;
SP;3556354;Vargem;;248,246;85,185;
SP;3556404;Vargem Grande do Sul;;282,7;90,892;
SP;3556453;Vargem Grande Paulista;;297,01;92,315;
SP;3556503;Várzea Paulista;;260,306;93,138;
SP;3556602;Vera Cruz;;272,513;88,727;
SP;3556701;Vinhedo;;627,466;94,084;
SP;3556800;Viradouro;;265,978;91,348;
SP;3556909;Vista Alegre do Alto;;347,513;90,235;
SP;3556958;Vitória Brasil;;191,015;81,754;
SP;3557006;Votorantim;;304,278;94,533;
SP;3557105;Votuporanga;;415,653;91,814;
SP;3557154;Zacarias;;195,161;86,924;
SP;3557204;Chavantes;;272,364;88,93;
SP;3557303;Estiva Gerbi;;249,702;90,214;
SP;3599919;Santo Amaro;;;;
